res_stname,res_state,res_puma,place_name,pop,real_wage_high_skill,real_wage_low_skill,nominal_wage_everyone,nominal_wage_high_skill,nominal_wage_low_skill,n_move_in_high_skill,n_move_in_low_skill,n_move_out_high_skill,n_move_out_low_skill,net_mig_low_skill,net_mig_high_skill
Washington,53,11400,Thurston County,71450,90978.27072956343,56083.496956439034,83312.68719723183,106063.13087215548,68542.42578149769,3888,6327,3591,5624,9.839048285514346,4.156752974107768
South Carolina,45,1100,Horry County,71414,77334.45362054449,40061.24455290902,59475.18110011962,88822.0114369913,48587.480307171674,2907,7168,2459,6213,13.37272803651945,6.27327974906881
South Carolina,45,300,Spartanburg County,70901,90924.14292779427,50759.79097113833,70835.21288697037,101072.38606577646,57895.9648951086,2211,6525,2109,6079,6.290461347512729,1.4386256893414762
Oklahoma,40,900,Cleveland County,70440,87251.59326289856,62319.80717857613,81911.37009494593,97540.33822902355,71058.60557310173,3638,5785,3874,5640,2.058489494605338,-3.3503691084611016
Minnesota,27,1200,Washington County,69990,127570.51367543158,75654.48172951196,115290.7495291902,143394.6921844271,88020.08276495742,3911,2920,3795,3609,-9.844263466209458,1.6573796256608087
Florida,12,500,"Walton, Washington, Holmes & Bay Counties",69945,82305.58206721053,45971.80776394886,65950.85887609133,95448.04460743956,54828.123049134985,3047,7476,2468,8160,-9.779112159553936,8.277932661376797
Louisiana,22,890,Imperial Calcasieu Regional Planning & Development District 2,69694,97379.7192140393,56358.175873203676,74121.5667217038,107630.98605069747,63107.8716014691,1972,5873,1889,6057,-2.6401124917496483,1.190920308778374
Pennsylvania,42,100,Erie County,69628,85027.81325868855,52043.666256122364,71121.36314537145,94351.3788038357,59117.44734053218,3045,4800,3854,4975,-2.513356695582237,-11.61888895272017
Florida,12,2100,Collier County,69481,97537.21345462842,51208.36449766531,81249.56028228987,113871.33439799235,64019.32785057991,3609,6166,2768,6210,-0.6332666484362631,12.104028439429484
Illinois,17,1100,St. Clair County,69279,93264.1682924271,52624.11921839866,75456.87954096789,103799.23699391651,60074.416559929414,1941,4949,2569,5619,-9.671040286378268,-9.064795969918734
Arkansas,5,590,Craighead,69248,83101.22322550252,45167.52747108307,61597.250630219,91840.69488065326,51471.58012618296,1944,7088,2079,7361,-3.942352125693161,-1.949514787430684
Michigan,26,2100,Kalamazoo County,69124,100128.59010521603,50967.10229283264,81892.17853288027,110589.94063129617,58748.48774146958,3757,5172,4381,5784,-8.853654302413055,-9.027255367166251
Illinois,17,1200,Madison County,69022,103528.09442658092,58787.3859308586,82542.02061167748,113667.37824222937,66084.12394446018,2483,5214,2676,4699,7.461389122308829,-2.7962099040885513
North Carolina,37,3290,Cabarrus County,68033,103856.54417997097,55057.80982160583,81147.11306302874,116427.76505079826,63911.53546612213,2721,5098,2423,5307,-3.072038569517734,4.3802272426616495
Maryland,24,300,Frederick County,67898,118294.98546118721,74050.57735270498,112365.18590808669,136211.4078173516,88535.5033218953,3564,3081,2970,3514,-6.377212878140741,8.7484167427612
Indiana,18,400,St. Joseph County,67713,98105.6777548428,49803.5066739188,74626.2601924131,107344.66190324971,56451.40111133978,2641,4321,3642,4202,1.7574173349283004,-14.782981111455703
North Carolina,37,2200,Buncombe County,67628,74328.50469553393,40365.28112878545,67131.46004570632,87896.47371775804,49741.93416604391,5041,3174,4586,3193,-0.28094871946531025,6.727982492458745
South Carolina,45,500,York County,67521,102520.63309702906,55819.3553893364,82666.1470880275,115601.97645976514,64707.951963648164,4298,4266,3e3,3587,10.056130685268286,19.223648938848655
Minnesota,27,1690,Scott County,67448,128691.79314377604,78335.12119476873,118195.47519750138,144917.22560485345,91183.48559184276,3238,3162,3298,3320,-2.342545368283715,-0.8895741904874866
Montana,30,690,East Montana,67208,86275.59316594299,54225.56710185001,73929.6377619085,97963.80831917438,63042.633277272595,2536,6384,1766,5550,12.409236995595762,11.456969408403761
New York,36,3e3,Rockland County,66950,133541.52221028451,67109.03183762134,118586.58821341269,155111.7544087137,85123.57531735796,2071,2927,2556,2942,-0.22404779686333084,-7.2442120985810305
Michigan,26,800,Ottawa County,66398,100975.11821046314,61160.90523028428,85099.30201268062,111783.83920176052,69527.22109042088,2675,3319,2662,3486,-2.515135998072231,0.19578902979005391
California,6,4100,Marin County,66348,158658.11502031793,64896.02509929391,146605.11035739206,179438.61915859926,85987.72992056487,5368,2439,4770,2175,3.9790197142340387,9.013082534514982
Florida,12,10790,St. Johns County,66261,120075.92560054908,57783.98483824964,98138.21030494217,135288.2955387783,67667.77899121819,4148,5597,3273,4742,12.903517906460815,13.205354582635335
Kentucky,21,1290,Lincoln Trail Area Development District,66099,86026.49571533503,51083.90809276418,67575.39737876802,95866.30849587856,58292.323790905684,1975,6330,1768,6431,-1.5280110137823568,3.1316661371578993
Maryland,24,600,Harford County,65577,117454.79353636806,74845.2999584545,109206.17955801105,133546.99923052,88397.99788810415,2519,3311,2792,3379,-1.0369489302651844,-4.163044970035226
Florida,12,9700,Osceola County,65527,72995.84467084639,45753.34547679192,63512.43784965724,85046.49921630094,56282.287785496264,2291,5086,2066,5320,-3.5710470493079187,3.4336990858729988
Alabama,1,190,"Lauderdale, Colbert, Franklin & Marion",65091,86113.19658469946,47533.588605523524,62325.22242164849,95001.16010928962,53292.67551169407,1372,5882,1970,5166,10.999984636892965,-9.187138006790493
Louisiana,22,1200,Acadiana Regional Development District 4,64727,100114.82154962399,56371.40175163577,83434.44967444947,112247.63022984854,64894.01635768812,2942,5304,3067,5188,1.7921423826223988,-1.9311879123086193
New York,36,1800,Saratoga County,64599,116839.43823686481,64260.34044300172,102599.00023749209,131987.52240890605,75277.83181210617,3414,3705,3381,3571,2.07433551602966,0.510843821111782
Washington,53,11800,Kitsap County,64578,97028.69702122669,59743.10808090973,87706.1847647498,114190.842676205,72555.08765220891,3689,5598,3217,5209,6.0237232494038215,7.308990677939856
Pennsylvania,42,3700,Adams & Franklin,64549,95871.9524818402,57569.627151396475,77291.93862919966,108140.60842917676,66787.55802329177,1272,4780,1387,5082,-4.678616245023161,-1.781592278733985
Virginia,51,51001,Thomas Jefferson Planning District Commission,63925,101412.0568961191,54124.37205882353,91175.00274838816,117548.80068584811,65413.14587418301,4376,3508,4296,3353,2.4247164646069614,1.2514665623777865
Virginia,51,51255,Alexandria City,63388,123855.02763527758,48616.90689050163,121660.58035561843,146191.25597329586,65982.85261982614,8504,2868,8296,2721,2.3190509244651984,3.281378178835111
Pennsylvania,42,1500,Beaver County,63083,96877.37208002353,59408.06675231977,79233.21735870819,106063.15375110327,66214.66578158458,1743,3794,1641,3885,-1.442543950034082,1.6169173945436963
Iowa,19,1e3,Linn County,62943,100043.4733578091,60435.08695507043,84979.41902462386,110250.81687834888,67976.60524734629,2593,3817,2610,3809,0.12709912142732313,-0.27008563303306166
Virginia,51,51235,Richmond City,62708,91146.51623181134,34565.831401056515,73721.70554923646,105310.67280481686,44290.256930484786,5772,5472,5089,5054,6.665816163806851,10.891752248516935
Wisconsin,55,2e4,Washington & Ozaukee Counties,62293,123694.75631094504,66976.45452837921,103733.13660498166,137809.0756402078,78194.21993033263,2674,2670,2626,3095,-6.822596439407317,0.7705520684507088
Arkansas,5,100,Benton County,61956,119543.30518462454,59849.199824807285,93108.06139847354,131362.5437638536,68315.02845129643,3605,4757,2671,3886,14.058364000258248,15.075214668474402
Idaho,16,190,Kootenai County,61807,74082.81705447959,43978.672541773274,64348.92360854541,87387.8780827644,53903.20035376986,2469,5464,2453,5408,0.9060462407170708,0.2588703544905917
Virginia,51,55e3,Chesapeake City,61799,104198.63718129598,61085.87227309692,92756.86382430552,119833.2918976116,73757.50761941803,2565,4006,2988,4111,-1.699056619039143,-6.844770950986262
Florida,12,100,Alachua County,61573,87649.94721272071,46715.77449185131,77715.55053130319,99552.79273365998,56088.24336202161,4082,4263,5212,4538,-4.466243320936124,-18.352199827846622
Ohio,39,5690,Clermont County,61554,117277.58546027164,58782.48805901602,85705.67862776812,128537.98077553966,66967.31485733969,2079,3664,2434,3298,5.9459986353445755,-5.767293758326023
Georgia,13,3100,Atlanta Regional Commission,61547,112521.85462399093,68367.11263537906,100057.74903340629,126118.2363687863,80128.53231046931,2612,3980,2579,3493,7.912652119518417,0.5361756056347182
Vermont,50,100,Northwest Vermont,61191,100400.9536680363,57069.57559577801,92347.10563232392,116353.72517548365,69221.4084687062,3892,2754,4449,2478,4.510467225572388,-9.102645813926884
North Carolina,37,1990,Iredell,60809,109352.95952232173,54481.55106075913,80274.62179905399,122313.49934041519,62797.75780054842,2173,3833,2119,3636,3.239652025193639,0.888026443454094
California,6,8700,Santa Cruz County,60641,107983.8170026787,57468.17842557386,100410.22170561359,131746.66253113397,76934.36885649909,2759,2657,2680,2862,-3.3805511122837686,1.3027489652215498
Louisiana,22,2200,Regional Planning Commission 1,60506,110143.21022430882,61363.54226757994,92096.53870559692,123857.8742305686,71139.50149726363,2306,4050,1961,3966,1.3882920702079133,5.7019138597825005
Florida,12,11100,St. Lucie County,60456,75949.4910346249,45049.50173355173,61232.49136703069,87229.40519373454,54345.40286650287,2032,5428,1575,5087,5.640465793304221,7.559216620351991
California,6,7900,San Luis Obispo County,60197,96191.00808948076,52351.09832629131,87340.36756064802,118459.7490800771,69889.4183289116,3043,3347,2363,3792,-7.392394969848996,11.296243998870375
North Carolina,37,5390,Union County,60113,124308.56616126809,57213.96694089484,95417.48542928981,140112.93081694323,66991.36902795105,2399,3705,1865,3622,1.3807329529386323,8.883269841797947
Louisiana,22,100,Coordinating & Development Corporation 1,59977,86428.5804031725,43800.72384,66550.77641224666,97206.50588235294,51708.498432,1913,3879,2390,5415,-25.60981709655368,-7.953048668656319
Florida,12,8300,Marion County,59825,81948.6412695509,43159.599769860215,60198.62492141603,91779.76392572944,50388.51602454825,1686,5275,1577,5158,1.9557041370664439,1.821980777267029
New York,36,2700,Ulster County,59008,102377.86089941241,56669.772525278546,84468.11564372033,115815.09005759498,67116.94854125072,1625,3740,1824,3576,2.779284164859002,-3.372424078091106
Massachusetts,25,4790,Barnstable County,58718,95033.41694352159,53386.80869275233,89706.15937174486,114538.68397578847,69488.0971542908,2051,2642,1885,3179,-9.145406859906673,2.827071766749549
Ohio,39,5300,Warren County,58496,130781.74937322758,72967.4067214469,114443.71579481113,144219.4624142041,82946.22912047303,3045,2493,2835,2791,-5.094365426695842,3.589989059080963
North Carolina,37,2690,"Rutherford, Cleveland",58355,87110.89401872124,47352.646917656195,66104.93738951696,98533.30120577503,54763.4671235157,1250,3657,1226,3572,1.4566018336046611,0.41127581184131606
Texas,48,4300,Jefferson County,58311,93970.64046617596,56761.31810071072,74041.93729343257,103749.28829302489,63788.79077574475,1589,5380,1523,5342,0.6516780710329098,1.1318619128466327
Colorado,8,1e3,Mesa County,58194,72321.99929665521,48389.41523466685,67066.79347568771,85482.50046889653,59064.097466548934,2457,5703,2444,5348,6.1002852527752,0.2233907275664158
Missouri,29,2e3,Jefferson County,58097,93964.8847225741,60567.3673293881,78012.94291782247,104313.06274807871,68934.44485905023,1136,5238,1284,4295,16.231474947071277,-2.5474637244608154
Illinois,17,1300,Sangamon County,58015,101488.81067687803,53534.40752306886,81916.00063417498,111310.43197432143,60882.583551597694,2804,4666,3150,4820,-2.6544859088166852,-5.963974834094631
North Dakota,38,100,West North Dakota,57912,92344.06531832847,68981.45882865084,86300.81510453371,104452.7474620288,78576.98948531628,1916,5988,2191,5247,12.795275590551181,-4.748584058571626
Pennsylvania,42,4e3,Washington County,57912,111067.56494619841,57751.258985236156,86073.88090156237,122932.46210240037,65249.97675195404,2042,3349,2355,3314,0.6043652438182069,-5.404752037574251
Kansas,20,800,Shawnee,57774,86507.31537912153,54303.99472918294,74062.32468427606,95224.64468515653,61441.84833534464,2149,4415,1910,4324,1.5751029875030291,4.136808945200263
Texas,48,3800,Heart of Texas COG,57761,93967.86202053893,50915.623907944384,71137.73886302377,104162.5192662161,58347.47054424312,2336,6008,2368,6239,-3.999238240335174,-0.55400702896418
North Carolina,37,4190,Onslow County,57504,72572.17249333607,43188.22240877163,59288.68119366188,83150.63553413984,51313.711084461196,1954,7161,1686,7764,-10.486227045075125,4.6605453533667225
West Virginia,54,400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties",57463,91289.37455697157,55750.59157702514,74794.26778173387,102593.1224643692,64275.80366365167,1432,3495,1425,2803,12.04253171606077,0.12181751735899622
Pennsylvania,42,700,Lackawanna,57137,84701.71218032077,54520.65877031328,73983.21948515024,94708.38256238776,62768.92367230692,1903,3612,2048,3580,0.5600574058841031,-2.5377601204123423
Tennessee,47,300,Montgomery & Stewart Counties,56860,69963.51560035057,48594.61588076526,64931.3900939788,81279.09272567923,57527.75085337779,3238,6842,3433,6743,1.7411185367569468,-3.4294759057333803
Utah,49,57e3,Weber County,56579,89069.07669101302,57124.604531545025,77054.99635221869,101626.11035249286,66979.5437854027,1692,5090,1580,4903,3.305113204545856,1.9795330422948443
Georgia,13,6e3,Atlanta Regional Commission,55800,86254.01988333437,61604.53172272812,80807.82946695296,97175.6606033996,71108.80208139752,1974,4836,1912,4230,10.86021505376344,1.1111111111111112
Kansas,20,990,South Central Kansas,55784,77473.31021280384,51961.58172190809,64558.16588039406,84785.97916481168,57461.275092936805,1487,4494,1660,4901,-7.295998852717625,-3.101247669582676
Tennessee,47,2600,Williamson County,55397,137138.9086590369,73294.21660958904,134599.82763982585,157750.75951918232,88704.29444920091,5116,2310,3937,2232,1.4080184847554922,21.282740942650324
Kentucky,21,1690,KIPDA Area Development District,55230,121592.05017997036,61850.34336442481,91189.52589213845,135241.06845931258,70761.89353624612,1240,3938,1533,3795,2.5891725511497374,-5.305087814593518
Georgia,13,3300,Georgia Mountains Regional Commission,54889,135627.9493073527,73807.8881418093,126186.0018070112,153121.0272492008,86858.11069126472,2814,2948,2205,2650,5.429138807411321,11.09511924064931
Georgia,13,1700,River Valley Regional Commission,54846,83312.87800033107,39999.965176875856,64897.06249100072,94425.20468465486,49141.24329814954,2842,7083,2964,7232,-2.716697662546038,-2.224410166648434
Arkansas,5,200,Washington County,54639,104521.89215750508,49745.50903385698,79653.70017378351,115511.3301447946,57776.77623216213,3080,4264,3234,3781,8.839839674957448,-2.8184996065081718
Washington,53,10900,Yakima County,54602,86793.27607195996,48481.38127002621,64724.71389880881,99351.24577302854,57267.85546169531,1240,5217,1143,5279,-1.1354895425076004,1.7764917036006007
Idaho,16,1190,Bingham,54320,74901.26172453513,48464.63935950762,64830.17282204913,85250.68224452855,56437.123161205236,2306,3986,2294,4009,-0.42341678939617083,0.22091310751104565
Illinois,17,2100,Champaign County,54234,91665.9893957688,52208.19895552561,80463.58957940992,102333.76381962308,60411.36830958799,4266,2304,5055,2784,-8.85053656377918,-14.548069476712026
North Dakota,38,500,Cass County,53962,91013.91048991354,57933.170391193424,83340.71040606502,102747.37458213257,67432.85708211282,3087,4770,3708,3881,16.474556169156074,-11.508098291390237
Oklahoma,40,1100,Pottawatomie,53767,83550.39929722318,59317.11781804688,73366.97518520201,92991.37427151183,66286.21915393654,1135,3841,1116,3669,3.198988226979374,0.35337660646865177
Washington,53,10200,"Skagit, Island & San Juan Counties",53304,82154.73148623225,54049.747946913034,76884.35124454708,98984.63177697964,67409.32996040475,1982,5157,1790,5405,-4.65255890739907,3.6019810895992794
Alabama,1,1200,Shelby County,53197,108909.0900148966,64228.97988007334,99172.78768923099,121743.04731861199,73644.08925120175,2825,2461,2283,2625,-3.082880613568434,10.18854446679324
New York,36,1100,Niagara County,52981,92538.05906496756,57810.82729197808,75186.7956038572,101344.26495191932,64767.6317264574,1074,2783,1085,3136,-6.662765897208433,-0.20762160019629677
Florida,12,9100,Okaloosa County,52968,86659.61804692356,50254.316662560566,74668.48638048676,100915.86521131138,60795.764843557525,2637,4903,2777,5425,-9.855006796556411,-2.6431052711070837
Wisconsin,55,700,West Central Wisconsin,52815,87314.75064267352,55400.57865361766,71411.24233342125,98003.43053984577,63325.16171596523,1443,4029,1461,4175,-2.7643661838492855,-0.3408122692416927
Maryland,24,1500,St. Mary's & Calvert Counties,52287,131714.74265044392,77576.77633433655,113884.04214309837,150097.63807957908,92906.94868375939,2168,3174,2116,3375,-3.8441677663664007,0.9945110639355863
Washington,53,10100,Whatcom County,52118,82078.67761869387,57091.36026311351,81235.13565921657,98448.96778550686,70487.74097655591,2494,4501,2254,4346,2.974020491960551,4.604934955293756
Montana,30,200,West Montana,52095,71696.34742841993,43451.698299154006,66557.13078454799,85348.75006627783,53998.865659742216,2615,4954,2354,4507,8.580477972934062,5.01007774258566
Mississippi,28,2e3,South Region,52083,76255.9139686964,38682.625842779875,57336.21031330874,86302.72148370497,47326.592761354375,2273,6056,1980,5452,11.596874219995009,5.625636004070426
Wisconsin,55,1500,Outagamie County,51814,98557.52008405677,59601.00113337891,81997.51062471932,108913.13848697809,67941.68999388335,1651,2989,1610,3257,-5.172347242058131,0.791291928822326
Hawaii,15,100,"Maui, Kalawao & Kauai Counties",51728,85636.90885104341,56716.77141713371,85341.91439289734,105601.69097305508,76120.39078535556,1787,3796,2289,3871,-1.4498917414166408,-9.704608722548716
North Carolina,37,3e3,Gaston County,51246,87717.42300691664,50920.23185555953,69856.86811437958,98089.48716781943,58765.698355380766,2025,4781,1544,3938,16.450064395269873,9.386098427194318
Texas,48,3602,Brazos Valley COG,51127,89924.70198013201,47744.37436715826,76835.99864339332,101775.81392092806,56250.90677966102,4067,4662,4553,4674,-0.23470964461047977,-9.505740606724432
Nebraska,31,702,Sarpy County,50942,103770.09152569853,68955.26441273671,96477.1972262152,115214.98021942387,78289.86056759168,2816,4133,2170,4257,-2.4341407875623258,12.681088296494051
Ohio,39,4e3,Delaware County,50895,147088.55598919242,76565.21873977622,135549.55841740003,162748.77987090964,88123.9971209841,3145,1574,2514,1731,-3.0847823951272226,12.398074467039985
Virginia,51,51175,Newport News City,50771,77955.96535982814,44713.82226766097,66071.02115523066,90243.80021482277,55243.56996231256,1944,5250,2637,4826,8.3512241240078,-13.64952433475803
Wisconsin,55,3e4,Racine County,50626,111478.60010332221,60188.91351988008,85900.68908866995,122667.8485137498,69389.71757441644,1314,3399,1322,3991,-11.693596175878007,-0.1580215699442974
Pennsylvania,42,1600,Butler County,50349,113948.31047045325,64097.82798720388,96614.58345249249,127859.13539873781,73071.76223413453,2380,2676,2114,2617,1.1718206915728218,5.283123795904586
South Dakota,46,100,West South Dakota,50295,77484.9386389292,49495.12832609554,67783.84853705078,88404.20141912595,57687.77208843269,2041,4244,1863,4415,-3.3999403519236506,3.5391191967392386
California,6,4700,Merced County,50074,90428.38250577367,46007.80459934522,65185.92461382167,104022.46607967667,56633.76291281269,812,4725,943,5205,-9.585812996764789,-2.616128130367057
Alaska,2,300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",50026,102160.92568725019,63743.178678965734,91412.58335844734,116492.21192593197,76718.1721072504,2633,4894,3350,5967,-21.44884659976812,-14.33254707552073
Connecticut,9,500,Litchfield County,49797,114587.36739688415,69264.82475156274,100954.21777074493,129243.08834238644,81963.85678794679,1698,2414,1602,2374,0.8032612406369861,1.9278269775287669
Texas,48,6300,South Texas Development Council,49712,72126.06811634607,42980.168196854116,58919.31755267784,82363.59278877427,50403.69459258759,1215,3036,1256,3818,-15.730608303830062,-0.8247505632442871
New York,36,2400,Chemung,49632,103463.84018285105,52276.67810842146,73845.06833798988,112382.14237528847,58591.62786775814,1812,3247,1625,3219,0.5641521598968408,3.767730496453901
Texas,48,1500,East Texas COG,49353,95415.42168362947,51391.591709605476,74098.55757978723,106996.57072623771,59431.95893255403,1692,4338,1475,4248,1.8235973497051852,4.396895832066947
Illinois,17,1701,Peoria County,49028,100314.80520360458,51435.109408795965,79356.97997347839,110650.34663595095,58545.02978550829,2535,3460,2854,3228,4.731989883331973,-6.506486089581464
Indiana,18,3300,Vanderburgh County,49019,87057.07484979267,50800.72506082725,70482.84184550546,96077.4160954557,58010.11786053033,1692,4778,1794,4689,1.8156225137191702,-2.0808258022399477
Oklahoma,40,600,"Stephens, Caddo, Comanche",49018,76635.4971042471,48828.5509167842,63225.37223212398,85663.35907335907,55731.27451138425,1625,6298,1761,6231,1.3668448325105063,-2.7744910033049086
Indiana,18,500,Elkhart County,48994,90874.76548165138,56331.74263618239,71710.03561203476,99859.94805045871,63816.69081612965,843,3508,1258,3567,-1.204229089276238,-8.470424949993877
Oregon,41,900,Jackson County,48661,69752.98569111896,42050.18332797815,62549.97374296939,84397.91176190022,53351.165234155356,1936,4788,1882,4674,2.342738538048951,1.1097182548652926
West Virginia,54,1e3,Kanawha & Clay Counties,48632,97341.80326137964,50377.23649951784,73394.49344375431,106355.58055685906,56461.01305850209,1875,3827,1758,3498,6.765092942918243,2.4058233262049677
Alabama,1,1590,Tuscaloosa & Northport,48607,90615.38006586464,53768.787438476356,77148.98964543457,101429.22273002219,61687.162636422,1936,3246,2165,3016,4.731828748945625,-4.711255580471948
Oklahoma,40,700,"Bryan, Pontotoc",48481,77896.1684171734,48456.90917705925,64016.02296226668,86344.34263865856,54829.42723930101,1210,4216,1365,4455,-4.929766300200078,-3.1971287720962853
California,6,11300,Yolo County,48452,112184.85927492447,53514.03881690739,98099.29026058447,132971.4035045317,67452.86533559898,3010,3026,3769,3265,-4.932716915710394,-15.664988029389912
Virginia,51,51215,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties",48415,115848.94000463285,74205.3370284868,105934.49341222095,131843.81688672688,86446.6374248628,1851,2349,1580,2409,-1.23928534545079,5.597438810286068
Florida,12,1900,Clay County,48391,99990.4906734734,60864.14689734171,81913.83257752866,111700.47506381308,69929.5239957341,1998,5283,1394,4213,22.111549668326756,12.481659812775103
Michigan,26,2e3,Calhoun & Barry Counties,48213,93174.26547440565,52999.064062045916,70678.91536917485,102711.05997001499,59813.02731764022,1494,4408,1386,4059,7.23871155082654,2.2400597349262648
South Carolina,45,900,Florence & Darlington Counties,48152,83568.65117308544,48038.4992998524,66019.39641550454,93150.01372288623,54421.91231124399,1127,3862,1420,4025,-3.385113806280113,-6.08489782355873
Georgia,13,4e3,Central Savannah River Area Regional Commission,48054,75780.04855684067,39483.626744235065,57934.5618884687,84945.6152964468,47006.477930947265,1773,4966,2428,5569,-12.548383069047322,-13.630499021933659
Arkansas,5,1100,Faulkner & Lonoke Counties,47924,81009.94571899835,51056.09302325582,70135.27964554953,91235.87606837606,58632.44909469898,1475,3708,1507,3429,5.821717719722894,-0.6677238961689341
Michigan,26,2800,Livingston County,47638,118630.04845449518,70748.93128024062,102060.59420105064,131935.10803170898,80869.36611307267,1937,2131,1836,2520,-8.165750031487468,2.1201561778412192
Wisconsin,55,1601,Central Sands,47615,92159.68358028945,55227.76554969879,74405.116249214,101789.79315988973,62436.69269578313,1681,3410,1576,2780,13.231124645594875,2.2051874409324794
Michigan,26,1900,Eaton & Clinton Counties,47412,97169.16810192702,61235.70580929138,83692.6667744456,107242.18091339027,69153.05347337226,2289,3065,1903,3042,0.4851092550409179,8.141398801991057
Rhode Island,44,201,Central Rhode Island,47365,112750.49390034952,65523.88262921054,96129.40648345785,126672.48235213487,76659.17973699157,2240,3086,2173,2386,14.778845138815582,1.414546606143777
Oregon,41,600,Linn & Benton Counties,47313,84696.25100851637,48880.11563149388,74529.02263063268,99038.6869864037,59378.41690140845,2480,3738,2758,3296,9.342041299431447,-5.875763532221588
North Carolina,37,590,"Franklin, Vance & Warren",47312,70520.74952729106,42964.68871392784,55754.09234548746,79824.44636329258,49541.706022058104,741,3683,713,3505,3.762259046330741,0.5918160297598918
Nebraska,31,200,Northeast Nebraska,47233,89882.1507293355,53714.87809334865,69653.98333596588,98704.53873581848,60296.04625665658,1052,3505,1088,3602,-2.053648931890839,-0.7621789850316516
Iowa,19,2100,Southwest Iowa,47174,89985.589061716,55232.0212792434,71922.03741041191,99498.76929252384,62151.6422882742,1304,3213,1156,3410,-4.176029168609827,3.1373214058591596
Tennessee,47,1090,Hawkins & Sullivan,47146,89775.85073686251,45566.517355813245,65665.88346564467,100152.02259065348,52098.213381141286,1185,4521,1232,3678,17.88062614007551,-0.9969032367539133
California,6,700,Butte County,47122,85262.53713992648,45751.57377907738,71899.39185831504,100319.9445251731,57388.32627765897,2030,4132,2194,4154,-0.4668732226985272,-3.480327660116294
Illinois,17,3700,Kendall & Grundy Counties,47069,108834.52349170686,75358.59906684028,100078.68124066749,121422.06376792441,86060.04375,1157,2895,1556,3288,-8.349444432641441,-8.47691686672757
Missouri,29,600,Boone County,46994,91161.01989708404,50396.90679570155,81569.93710877525,102194.58862206976,59544.95512272561,3699,2869,4226,2332,11.426990679661234,-11.214197557134954
Texas,48,800,Texoma COG,46939,90904.58314432374,56094.62666261306,72690.02481911735,100917.9973737615,63703.71615869879,1237,5319,1121,4571,15.935575960288885,2.47129252860095
North Carolina,37,1100,Johnston County,46628,89728.12612200037,55348.20767066767,74257.04193943265,100559.60478109543,63485.42224306076,1283,3210,1413,3144,1.4154585227760144,-2.788024363043665
South Carolina,45,200,Anderson County,46577,90736.55526459357,48873.784101842946,67517.25647331915,101101.89667212221,56126.418362815486,1279,3602,1294,4215,-13.161002211391889,-0.3220473624321017
Michigan,26,1400,Bay & Midland Counties,46476,106166.05162394523,52165.094969752216,77834.86764224984,115372.1504537494,58296.318430430096,1780,3114,1747,3139,-0.5379120406231173,0.7100438936225149
Virginia,51,51120,George Washington Regional Commission,45997,110809.39013538181,69133.45706576141,98369.3089550173,126946.85868573167,82016.53775514645,1620,3577,1545,3130,9.718025088592734,1.6305411222471031
Wisconsin,55,1501,Winnebago County,45797,99225.41559339614,57855.865120701055,79949.99121948492,109224.41913734982,65950.49317956349,2217,3064,1623,3132,-1.484813415725921,12.970281896194074
Connecticut,9,700,Middlesex County,45700,129599.47673843788,65925.6222878111,112045.18765198595,145589.59529825332,79567.55068070623,2051,2362,2036,2241,2.647702407002188,0.3282275711159737
Mississippi,28,100,North Delta Region,45699,96443.84578203375,62615.54368496225,82383.25900761207,106975.83082535339,71379.07414813303,1181,4260,1218,3570,15.098798660802206,-0.8096457252893936
Ohio,39,1900,Medina County,45689,110349.38335904488,65286.54726048634,93396.03422611108,121764.51217385472,74662.5604376135,1622,2577,1374,2630,-1.1600166342007923,5.428002363807481
Tennessee,47,500,Sumner County,45654,93659.0457952783,58913.40901506076,81600.62439247526,107733.91909357229,68623.42867533801,2449,3214,1459,3554,-7.447321154772856,21.684846891838614
North Carolina,37,4200,Pitt County,45592,91169.52121281117,48027.97112009361,74262.81993870786,101155.31246205221,55417.19279863844,2028,4750,2810,4026,15.87997894367433,-17.152131952974205
Illinois,17,2e3,McLean County,45407,105965.40901727862,60855.604060913705,94244.48043800615,116662.4277537797,69155.02042542906,3228,1873,3308,1930,-1.255313057458101,-1.7618428876604928
Georgia,13,4300,Atlanta & Northeast Georgia Regional Commissions,45391,83438.31212484994,50124.91754803811,69763.18002415326,93280.71900188646,58691.74697238818,1354,3126,1869,2608,11.411953911568373,-11.345861514397127
Arkansas,5,1400,Sebastian & Crawford Counties,45315,88774.51740286771,47951.618572141786,65571.62539279845,98209.9183626272,54731.88663159108,1225,4264,1016,4123,3.1115524660708376,4.612159329140461
Mississippi,28,1300,Central Region,45254,94936.65735357917,57295.45147697845,78683.27955578874,105283.67288503253,65227.214370363865,1998,3667,1947,3334,7.358465550006629,1.1269722013523666
Indiana,18,1200,Tippecanoe County,45247,87313.31904893558,55471.48793002916,79110.45262192423,97658.7167542162,63462.85580174927,2437,4372,2643,4177,4.309677989700974,-4.552788030145645
Texas,48,5400,Capital Area COG,45233,93254.91727630839,58404.946657646826,84953.22497951539,106895.49563871694,69322.27089597113,2979,3415,2077,2590,18.238896380960803,19.941193376517145
