res_stname,res_state,res_puma,place_name,pop,real_wage_high_skill,real_wage_low_skill,nominal_wage_everyone,nominal_wage_high_skill,nominal_wage_low_skill,n_move_in_high_skill,n_move_in_low_skill,n_move_out_high_skill,n_move_out_low_skill,net_mig_low_skill,net_mig_high_skill
West Virginia,54,100,"Ohio, Marshall, Hancock & Brooke Counties",29133,80615.85025597269,44202.984019200376,63802.25316193241,91576.52773037543,52369.325762453904,778,1767,781,1692,0.0025744001647616107,-1.0297600659046442e-4
Utah,49,53001,Washington County,29115,80119.67989014342,45421.47020933977,72155.8957261575,98977.23680195301,59289.03367003367,928,3721,975,3275,0.01531856431392753,-0.001614288167611197
Washington,53,11200,"Cowlitz, Pacific & Wahkiakum Counties",29106,80655.94168706877,46796.902775247465,67762.3893129771,97134.12374805253,59748.34894030485,739,3140,850,3417,-0.00951693808836666,-0.003813646670789528
Ohio,39,2600,"Auglaize, Mercer & Van Wert Counties",29060,83149.34088050315,54488.6356336131,71497.65075606514,96303.77358490566,65367.44632680551,551,1880,591,1966,-0.0029593943565037854,-0.0013764624913971094
Florida,12,1500,Charlotte County,29051,69900.1724738676,38516.03529860714,59925.42266264541,86310.59291521486,51256.225338675824,1028,3538,927,2669,0.029912911775842484,0.0034766445217032115
Wisconsin,55,1300,"Marinette, Oconto, Door & Florence Counties",29045,78993.2649861056,47906.441931896414,67063.16073742736,94889.31341802303,59639.120213949056,622,1734,693,2075,-0.01174040282320537,-0.0024444826992597694
New Jersey,34,1700,Warren County,29032,99740.18133276378,57008.871145754296,96613.16738611122,125828.84258863733,77741.98144443678,879,1789,1001,1502,0.009885643427941581,-0.004202259575640672
Oregon,41,100,"Umatilla, Union, Baker & Wallowa Counties",29006,63303.93192333113,43834.44499939824,59136.56766082148,77048.17250495704,54244.235587916715,829,3063,830,3127,-0.002206440046886851,-3.4475625732607044e-5
Indiana,18,3100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",28966,87363.94226020893,50303.09477413641,71202.27565622701,102391.02146248813,62646.617516803,341,1918,441,1808,0.0037975557550231306,-0.0034523234136573915
Missouri,29,1100,Cass & Bates Counties,28924,84971.9431154381,54884.51893166752,79133.01442433779,103144.31919332406,68128.34325599184,655,2385,802,2204,0.0062577790070529665,-0.005082284607938045
Ohio,39,2700,"Logan, Champaign & Hardin Counties",28878,71365.61021087681,49764.83199356913,65670.59860407829,85049.92008879023,60657.74586587046,645,2644,763,2905,-0.009038022023685852,-0.0040861555509384305
North Carolina,37,1500,Chatham & Lee Counties,28817,91988.32300481708,44599.7088708077,74282.53162558119,110692.57817992449,55782.4610041675,940,1715,1241,2123,-0.014158309331297497,-0.010445223305687614
New York,36,2500,Cattaraugus & Allegany Counties,28779,73783.28563895237,44012.39103174159,61809.540973165764,86518.62893302865,53940.20203773162,648,1720,888,1971,-0.008721637304979326,-0.00833941415615553
Missouri,29,1400,"Pulaski, Camden, Miller & Morgan Counties",28678,63708.33117123795,34994.03740170066,53631.305319199506,78128.55504077094,45179.981267182404,1137,2661,1301,2542,0.004149522281888556,-0.005718669363274984
Texas,48,400,South Plains Association of Governments,28617,77792.64443903626,45574.11391076115,60468.19888021078,89995.69822341202,53391.587926509186,539,2863,742,3219,-0.012440157948072824,-0.007093685571513436
North Carolina,37,5200,"Hoke, Richmond & Scotland Counties",28581,59753.659778751826,36898.700965010954,51983.61212065307,72522.30348570236,46157.97300337458,937,2567,1062,2333,0.008187257268814948,-0.0043735348658199506
Kentucky,21,2100,Bluegrass Area Development District,28540,94370.16524450279,42937.21638340822,69804.69101673581,110121.32113554316,53806.15328514684,907,2573,944,2665,-0.0032235459004905397,-0.0012964260686755432
Tennessee,47,3100,"Tipton, Fayette & Lauderdale Counties",28531,94053.36416619665,51772.23036117382,74612.43187638352,112557.70483173529,63222.42584650113,473,2547,593,1879,0.02341312957835337,-0.0042059514212610845
Minnesota,27,2600,"Winona, Wabasha, Fillmore & Houston Counties",28527,78553.87312537493,51867.80823725119,72285.90145637111,92567.73155368926,64528.24396259967,540,1516,905,1465,0.0017877799978967294,-0.012794896063378554
Kansas,20,100,Northwest Kansas,28508,63163.90297884187,47360.87313231929,62350.32084202886,74865.45643095768,56299.120541122626,1198,2165,901,2202,-0.0012978812964781815,0.01041812824470324
Indiana,18,2100,"Morgan, Putnam & Brown Counties",28498,88318.66822628668,51576.87226948724,72335.35197755453,103562.64440663547,63894.86399172223,405,2906,603,2486,0.014737876342199453,-0.006947855989894028
North Carolina,37,400,"Granville, Person & Caswell Counties",28467,69809.1314904744,41352.5981973177,59466.36048125868,86182.7930519238,51699.635174024,362,1841,475,2018,-0.0062177257877542415,-0.003969508553764008
Nebraska,31,300,Central Nebraska,28463,71867.42520398911,44145.6289210617,61761.46847868767,85009.62284678151,54395.41244398483,676,2127,569,2170,-0.0015107332326177844,0.0037592664160489057
North Dakota,38,400,Northeast North Dakota,28390,77702.56798670729,50000.120697946004,70884.96510399926,91558.07172528385,60628.65020265165,777,2389,954,2491,-0.003592814371257485,-0.00623458964424093
Illinois,17,2400,LaSalle County,28370,77200.275973371,50548.710341756654,69319.3045412904,92783.05184587452,62845.42079483469,391,1995,733,2328,-0.011737751145576313,-0.01205498766302432
Utah,49,13001,Southeast Utah & Uintah Basin Region,28359,81207.48802642444,57801.21168211177,75737.75804671289,97094.8142031379,69927.39129458017,851,1967,747,2145,-0.006276667019288409,0.003667266123629183
Wisconsin,55,600,"Oneida, Lincoln, Vilas, Langlade & Forest Counties",28293,75504.17422145329,43370.684083781365,63336.03088509054,90048.42750865052,54689.20894937276,640,1554,684,1779,-0.007952497084084402,-0.001555154985332061
Virginia,51,51095,Virginia's Region 2000,28289,93213.92724757953,52363.254484372184,77797.6997782334,109585.77289073306,64009.96394504769,576,1490,759,1565,-0.0026512071830039944,-0.006468945526529746
Ohio,39,3700,Muskingum & Perry Counties,28287,71311.25734783614,45573.94323505098,61654.97672037746,86389.72251793566,55764.712923670435,503,2253,609,2456,-0.007176441474882455,-0.003747304415455863
Pennsylvania,42,3900,Fayette County,28232,75878.28645038168,46931.07418250111,63150.07179575051,88351.22156488549,55855.88129695095,338,1840,560,2150,-0.010980447718900539,-0.007863417398696514
Ohio,39,2200,Richland County,28214,67989.3190997055,42153.900240310555,58790.46094457418,80731.81468237274,52363.12742621233,702,3119,627,2783,0.011908981356773233,0.0026582547671368823
Texas,48,2900,Concho Valley COG,28193,82374.12515237708,43259.4529006883,64288.217772711505,96538.79398618448,53882.623795476895,1547,2666,1557,2246,0.014897314936331714,-3.546979746745646e-4
Illinois,17,300,"Adams, Pike, Brown, Schuyler & Mason Counties",28176,73871.63067807768,43750.522381906,61989.06137763512,87725.03818301515,52778.80133113441,613,1660,775,2074,-0.01469335604770017,-0.005749574105621806
Illinois,17,1500,Macon County,28163,95381.14252414253,45754.8882061447,71091.44917458967,109518.19147519147,55842.62101090189,731,2897,647,2747,0.005326137130277314,0.002982636792955296
Texas,48,2400,Parker County,28154,114705.8257300498,61179.60384665879,95400.71246415177,137380.7534652133,74923.24858868321,791,2057,710,1931,0.0044753853804077575,0.002877033458833558
Indiana,18,3600,Clark County,28077,75167.06949992011,51091.423372659505,69750.5418956044,88840.28439047771,62737.41175089511,725,1852,666,1538,0.011183531004024647,0.002101364105851765
Ohio,39,2e3,Wayne County,28073,74253.08685601057,47916.15907269252,67110.97095398429,88239.1284676354,59221.9443862137,878,2100,750,2070,0.0010686424678516724,0.004559541196167136
Nebraska,31,400,Southwest Nebraska,28015,66345.45137464095,46739.4335072108,61595.98842647267,78301.31678292983,56599.255047560604,983,2839,825,2199,0.022844904515438157,0.005639835802248795
North Carolina,37,2100,Burke & McDowell Counties,27997,82603.02526315789,37050.34333899024,55783.30102516309,95381.66105263158,45808.1095672465,668,1571,576,1576,-1.7859056327463658e-4,0.0032860663642533127
Washington,53,10800,Grant & Kittitas Counties,27927,71564.87545092082,44158.99014295972,63676.98712717381,87089.74957281185,55627.17840590117,742,3111,897,2591,0.0186199735023454,-0.005550184409352956
Georgia,13,2400,Atlanta Regional Commission,27881,106336.74262494921,66556.39241198338,108744.87040231224,127826.41186509549,83072.62376995408,1713,1337,1581,1799,-0.016570424303288978,0.004734406943796851
Missouri,29,200,"Buchanan, Andrew & DeKalb Counties",27878,71888.80528488853,49276.27265057113,67447.14424824117,86119.42394715111,60109.355205088264,928,2259,1011,2217,0.0015065643159480593,-0.0029772580529449743
Missouri,29,2100,"St. Francois, Washington, Perry & Ste. Genevieve Counties",27863,72821.21532940272,45740.93495755705,60540.93558045638,84636.97026403487,55359.66387388381,573,2660,358,2229,0.01546854251157449,0.007716326310878226
Texas,48,5800,Alamo Area COG,27853,99470.55076663045,57138.285801807324,90505.84527435453,120688.02849209224,71360.5685403584,1523,2008,1300,1681,0.011740207518041144,0.008006318888450078
Florida,12,6100,Indian River County,27815,96810.67453049822,39858.005748699696,71415.48439800522,114640.93496818253,52355.69942513003,998,2885,764,2113,0.027754808556534245,0.008412726945892504
New York,36,600,Oswego County,27815,81699.5496124031,47447.6871882024,67821.81180291441,96773.15426356588,59632.07839482484,273,1805,447,1889,-0.0030199532626280783,-0.006255617472586733
Missouri,29,1200,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",27803,63584.00429184549,40591.00662675115,54831.48502126466,76006.84835479256,49669.0439458234,471,2711,581,2643,0.002445779232456929,-0.00395640758191562
Alabama,1,2300,"Coffee, Covington, Butler & Crenshaw Counties",27672,76990.60644631492,42647.58387670421,60320.7679499563,91034.31656743995,51452.617664493184,737,2154,928,2112,0.001517779705117086,-0.006902283897080081
Missouri,29,300,Northeast Missouri,27660,69277.67349027636,41928.95967034894,57599.224970446485,80930.164790174,50937.722777485535,498,2275,582,2311,-0.0013015184381778742,-0.003036876355748373
New Mexico,35,1200,Far Southeast New Mexico,27639,79784.7289429056,61308.731136303715,74685.2814735813,92658.25975127191,71332.34727128921,700,2049,591,1796,0.00915373204529831,0.003943702738883462
Ohio,39,4400,Miami County,27597,93850.3745533942,50297.117118901435,74000.59985137478,110010.50873362445,62023.447877467486,615,3298,626,2873,0.015400224662100953,-3.9859405007790704e-4
North Carolina,37,100,Boone High Country,27567,70119.6447876448,37998.87501682595,59383.694155873876,84671.8060918061,47481.7041997577,1044,1489,1250,1933,-0.016106213951463708,-0.007472702869372801
Louisiana,22,1900,South Central Planning & Development Commission 1,27541,98701.07283616692,57513.775413579904,79915.9067404557,115220.18798299845,69737.38728903247,318,1861,526,1707,0.005591663338295632,-0.007552376456918776
Texas,48,5600,Golden Crescent Regional Planning Commission,27488,88745.11010591351,55957.879813457694,75739.11406202026,104283.74382171227,67120.57561625582,1010,2943,971,3022,-0.0028739813736903376,0.001418800931315483
North Carolina,37,700,Northeast Albemarle Sound Region,27449,69734.2707780725,42963.19729962655,62657.034155684254,87761.79862953139,56131.67049698363,500,2103,591,2326,-0.008124157528507413,-0.0033152391708258953
Indiana,18,3e3,"Jefferson, Jennings, Decatur & Scott Counties",27429,82712.21323928378,45637.33658241093,62856.74456397345,96691.68583830711,55988.76760834848,517,2124,656,2287,-0.005942615479966459,-0.005067629151627839
Louisiana,22,500,North Delta Regional Planning & Development District 2,27364,73823.75393557762,40761.99746167629,53836.745510094544,83876.5308791475,47663.42907624925,191,1281,308,1363,-0.0029966379184329776,-0.004275690688495834
Pennsylvania,42,1e3,Northumberland & Montour Counties,27338,80958.27798165138,46202.709772140006,65767.62100720705,94381.74880733945,56609.35247827108,692,1543,963,1662,-0.004352915355914844,-0.009912941692881703
New York,36,1500,Madison & Cortland Counties,27333,76682.61841767274,49798.607477269645,72730.48996625822,93596.84960184948,61706.91308182928,740,1503,880,1686,-0.006695203600043903,-0.005122013683093696
North Carolina,37,3700,Moore & Montgomery Counties,27323,85627.18893943702,39194.274224109766,66277.68109584136,102663.10136479954,49555.36510944136,1218,1418,906,1442,-8.783808512974417e-4,0.011418951066866743
Minnesota,27,200,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties",27290,69832.88195555555,43425.33884726225,62143.66842219804,85242.36248888889,54654.89873198847,940,1334,743,1298,0.00131916452913155,0.007218761451080982
Ohio,39,5100,Scioto & Lawrence Counties,27287,75248.52650551315,47074.95745179628,63663.766839616146,88490.16772688719,56802.05983707437,421,2101,779,2207,-0.003884633708359292,-0.013119800637666289
Indiana,18,2600,"Wayne, Fayette, Rush & Union Counties",27184,89039.68116545265,41535.91943936624,63004.23049728965,102810.36670135276,51348.62510664229,740,2323,557,2349,-9.564449676280164e-4,0.006731901118304885
Wisconsin,55,1301,Manitowoc & Kewaunee Counties,27168,80881.22844568914,50222.37049233427,68757.89618671087,96196.87957591518,61353.04421291298,355,1375,428,1487,-0.004122497055359246,-0.00268698468786808
Louisiana,22,2e3,South Central Planning & Development Commission 2,27156,80472.60828353596,54204.718842450646,70296.67292270943,94827.56068411292,63893.122908934434,306,1445,414,1547,-0.0037560760053026955,-0.003977021652673442
Minnesota,27,2e3,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties",27120,72962.43933588761,46352.05353370753,63944.065351473924,85652.00474365991,56763.1120164162,583,1725,717,2045,-0.011799410029498525,-0.004941002949852507
Kentucky,21,2700,Buffalo Trace & Gateway Area Development Districts,27068,71613.48197492163,47631.34028667276,62697.50090701893,83884.47884012539,56101.6890515401,642,2137,736,2054,0.0030663514112605292,-0.003472735333234816
Indiana,18,300,LaPorte County,27048,84316.90547822183,49137.25773620426,67717.6928957673,98426.6881454872,59670.98946934933,478,2479,555,2084,0.014603667553978112,-0.002846790890269151
Georgia,13,1300,Heart of Georgia Altamaha Regional Commission,26962,78522.28510850586,39587.541104928,55565.18125,91293.26640059866,47347.98812460559,633,2061,779,2049,4.450708404421037e-4,-0.005415028558712262
Ohio,39,2100,Huron & Ashland Counties,26928,76489.33843300882,48371.66378158583,65385.40916902782,89875.64441353732,59248.26860296253,201,2254,597,2347,-0.0034536541889483067,-0.014705882352941176
Kentucky,21,2800,FIVCO Area Development District,26850,85998.36805293006,46139.706222138506,66223.02870339822,99537.33062381853,55158.00345325548,542,2179,454,2458,-0.010391061452513967,0.003277467411545624
Arkansas,5,1200,Saline County,26786,83470.64401106098,56188.590818747194,76775.22636638775,98880.61926939311,67037.06167852793,1007,1167,785,1359,-0.007167923542148884,0.008287911595609647
Michigan,26,900,Allegan County,26782,82165.91888443311,50791.181129807694,70926.7593329115,97665.85472110828,62111.21382211539,390,1623,813,1830,-0.0077290717646180274,-0.015794190127697706
Alabama,1,1100,Calhoun County,26609,69653.69162518936,43422.24724205062,59192.15351205631,81513.55832070981,52498.62907203115,711,2440,758,2669,-0.008606110714419933,-0.001766319666278327
Texas,48,2200,North Central Texas COG,26574,84524.53160967473,48555.58772836953,71253.07312195122,100474.29107589657,59175.7755256808,516,2209,1013,2336,-0.004779107398208775,-0.018702491156769776
Idaho,16,1e3,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",26568,55048.91260241904,42776.43841416474,58091.35521869267,71966.52009364027,53528.60854503464,682,2111,811,2250,-0.0052318578741342965,-0.00485546522131888
North Carolina,37,3900,Sampson & Duplin Counties,26553,73152.56221680027,36625.72555239554,51088.76277596558,86176.56082258627,45583.0259243054,437,2490,359,2114,0.014160358528226566,0.0029375211840470005
Georgia,13,3900,Northeast Georgia Regional Commission,26546,81476.0164455242,49316.679610497566,71471.17298247195,99490.14240328911,62569.05296283102,524,1847,421,1561,0.010773751224289911,0.003880057259097416
Tennessee,47,600,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties",26512,67929.89931350114,40096.02032384143,55075.909261548324,81661.70404271549,49237.722166387495,227,1987,249,2206,-0.00826041038020519,-8.298129149064574e-4
Alabama,1,1800,"Chilton, Tallapoosa, Chambers & Coosa Counties",26511,72641.84852767963,45970.27594423925,61098.011269078976,85725.54888103652,54869.970213272965,606,1904,639,2331,-0.016106521821130853,-0.001244766323412923
California,6,1500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",26505,58510.78929188255,39157.12070438268,57141.79416654073,74276.74525043178,51926.66219856758,945,2292,788,2629,-0.012714582154310507,0.005923410677230711
Oklahoma,40,400,Southwest Oklahoma,26488,67848.13547904191,48915.002553248676,63233.489642556975,78540.56661676646,57737.21742928173,677,2088,1306,2190,-0.0038508003624282694,-0.023746602234974327
Arizona,4,300,Navajo & Apache Counties,26462,69494.55216112242,37496.506113671276,52097.293273412586,79466.90518216792,44665.876067588324,653,2200,602,2313,-0.0042702743556798425,0.0019272919658378052
Georgia,13,4200,Central Savannah River Area Regional Commission,26457,66235.97765187283,37365.26990523908,51155.95798319328,80337.56783128738,46106.94510401917,245,1964,394,2315,-0.013266810295951921,-0.005631779869221756
Kentucky,21,1500,Green River Area Development District,26444,80949.3580914904,51313.07144298688,71426.68317115055,95713.97196261682,61461.78748738648,513,2146,703,2118,0.0010588413250642867,-0.007184994705793374
Illinois,17,2300,Kankakee County,26436,84212.0862223819,49966.87977971087,73595.47071382159,101182.50044907491,63984.29388572501,474,2027,653,1736,0.011007716749886518,-0.006771069753366621
Washington,53,11300,Grays Harbor & Mason Counties,26419,74947.32203803022,43914.08799855839,63303.180722891564,90706.15090199902,56551.199483421435,805,1962,663,2239,-0.010484878307278853,0.005374919565464249
Kansas,20,1400,East Central Kansas,26386,83243.69461291474,48995.0048761459,70851.10411206937,99799.77310024973,60300.01911449191,280,2056,520,2543,-0.018456757371333284,-0.009095732585461987
Oklahoma,40,500,Panhandle & Northwest Oklahoma,26382,78356.42725127802,55171.99449518329,69780.22593963554,88409.69032638616,63853.19879894908,496,1768,648,2398,-0.023879918125994996,-0.005761504055795618
North Carolina,37,2e3,Caldwell & Alexander Counties,26372,74302.73433718742,42283.913693510025,57197.16653412546,86523.51304114009,51020.66394835202,327,2251,457,1960,0.01103443045654482,-0.004929470650690126
Tennessee,47,2900,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties",26365,65782.06330970423,39094.22132239331,52901.11482939633,76950.62258616475,47659.14475997656,314,1341,391,1459,-0.004475630570832543,-0.0029205385928314054
Texas,48,6e3,Alamo Area COG,26365,79539.19980048454,46062.51720192235,72910.5866540793,99322.4319509762,58772.82492943779,888,2208,1086,2057,0.0057272899677602886,-0.007509956381566471
Ohio,39,2900,"Holmes, Guernsey & Coshocton Counties",26233,71441.25806451614,42477.26504912338,56726.70615958936,84702.25972730295,52160.53943440265,377,1685,509,2232,-0.020851599130865702,-0.00503183013761293
Nebraska,31,701,"Dodge, Cass, Saunders & Washington Counties",26197,86938.71332927572,53955.64509902052,78600.15059098206,104362.61655508216,66495.2727532709,567,2556,687,1828,0.02778944153910753,-0.004580677176775967
Illinois,17,2700,Stephenson & Ogle Counties,26184,72625.6155758078,50388.96496456719,68154.28885431826,87094.76967688484,62097.95125505,786,2383,730,2358,9.547815459822793e-4,0.0021387106630003055
Illinois,17,2601,DeKalb County,26173,81683.29766885834,50028.32231759657,77437.44733398757,98336.99342498506,65432.31751072961,1371,2687,1315,2458,0.008749474649447904,0.0021396095212623694
Louisiana,22,1100,Acadiana Regional Development District 2,26164,88653.20776004402,54646.586072076156,69447.82351282774,100492.83241607045,63055.169254306435,472,2085,320,2005,0.0030576364470264487,0.005809509249350252
Kansas,20,1e3,Central Kansas,26101,69342.48166853722,46067.913457469316,63265.24667076419,82796.92835765058,55900.57109606433,561,2771,388,2857,-0.0032948929159802307,0.006628098540285812
Texas,48,1100,Ark-Tex COG,26007,86623.61719274681,42077.18761760243,61789.77098653424,100359.97985224983,51331.91830045523,494,1868,531,2172,-0.011689160610604836,-0.0014226938901065098
New York,36,1e3,Genesee & Orleans Counties,25989,74066.12703583062,48090.97648796701,66791.26286686516,88151.91856677525,60333.237336123595,391,1855,658,1926,-0.002731925045211436,-0.010273577282696525
Ohio,39,3e3,Tuscarawas & Harrison Counties,25898,81964.81076345431,48775.68075341241,66067.0998940882,95135.78848560702,59145.158490790964,463,2149,470,2044,0.004054367132597112,-2.702911421731408e-4
Mississippi,28,1500,East Central Region,25885,72871.52638062,38661.43537033576,56291.423771745365,85303.5485526586,47488.205693639815,832,1825,546,1758,0.002588371643809156,0.01104887000193162
Georgia,13,3500,Georgia Mountains Regional Commission,25826,71663.29912920688,38340.73727618014,55385.50509281714,85643.97693574958,48409.47433532284,209,1389,305,1244,0.00561449701850848,-0.003717184232943545
Ohio,39,3400,Columbiana County,25775,76089.51309041836,48048.22063815343,63158.09106891702,87994.9738191633,57478.855705733506,164,2753,274,2676,0.0029873908826382155,-0.004267701260911736
California,6,1100,"Colusa, Glenn, Tehama & Trinity Counties",25748,69629.55816652162,39619.31558410374,58321.79229047501,87247.44154337105,52336.27704406291,409,2587,384,2263,0.012583501631194656,9.709491999378593e-4
Missouri,29,1600,Franklin County,25747,80517.2077669903,51918.244601542414,71564.0904876871,95605.62097087379,63606.900128534704,430,2148,531,1928,0.008544684817648657,-0.003922787120829612
Georgia,13,2900,Northwest Georgia Regional Commission,25720,81221.44256831815,47528.774938612645,69354.71419608739,97247.49189069096,59721.089855739716,753,3365,1019,3050,0.012247278382581649,-0.010342146189735614
Mississippi,28,1700,South Region,25670,75039.81056893246,40535.177613902706,56878.188812764805,86908.18389090135,48821.77956897044,328,1223,406,1527,-0.011842617841838722,-0.0030385664199454616
Mississippi,28,800,South Delta Region,25635,63615.52160312806,30042.37594639866,47544.10788423154,75317.26705767351,38025.869413735345,700,1935,716,2244,-0.012053832650672908,-6.241466744685e-4
Wisconsin,55,5e4,Walworth County,25624,84948.43047918304,51272.43818912012,78102.52846460618,103678.08326787117,66215.82482657905,911,2164,951,1538,0.024430221667187012,-0.0015610365282547611
Iowa,19,1800,South Central Iowa,25622,66749.30783367793,48600.628088506455,62573.47485816806,78859.4029405008,58216.213337430854,426,1995,401,2177,-0.00710327062680509,9.757239871985013e-4
Kentucky,21,2200,Bluegrass Area Development District,25615,72125.2239407121,42915.69383490073,64127.57764907765,85796.9242790398,53316.41821396994,975,2527,1233,2232,0.011516689439781378,-0.010072223306656256
Arkansas,5,400,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",25593,79642.31780616078,37168.63535397407,54997.059124813524,91802.54921111946,45878.468697648445,582,2137,403,2361,-0.008752393232524518,0.006994099949204861
Ohio,39,2500,Allen County,25593,81530.07488671596,46789.73929033576,65312.79603729604,94580.05056045791,56954.99461962814,845,2542,658,2672,-0.005079513929590123,0.007306685421795022
Iowa,19,2300,"Des Moines, Lee, Henry & Louisa Counties",25573,71535.35219449225,49112.614578342116,64388.134838830585,83741.86166092943,59000.25017968375,524,1737,381,1587,0.005865561334219685,0.005591835138622766
Texas,48,6100,Alamo Area COG,25469,84974.11407716371,52037.76460268988,71713.96908748637,100897.78873826902,62621.87531674355,467,2223,553,2040,0.00718520554399466,-0.003376653971494758
Maryland,24,700,Cecil County,25453,95002.1067047555,62024.04434425678,89672.26273303863,115138.60275583935,79474.41672834937,719,1492,860,1570,-0.0030644717715004126,-0.005539622048481515
Texas,48,6500,Coastal Bend COG,25451,77597.71163366336,51784.23563952004,68043.2435978836,94549.47896039604,62575.52897625734,615,2990,528,2418,0.022474558956426072,0.0034183332678480215
Indiana,18,2e3,Delaware County,25442,72409.85141722333,44041.98877566091,62371.18887898957,84369.94746344106,53373.173534189926,780,2458,919,2204,0.009983491863847182,-0.005463406964861253
Utah,49,21001,Southwest & South Central Utah,25421,64353.12405265257,46841.48833819242,63417.624150360454,77643.95692062225,58466.15722615577,895,2163,828,2115,0.0018882026670862672,0.002635616222807915
Georgia,13,600,Southern Georgia Regional Commission,25400,78023.23175965666,35662.19255163441,60548.98289630175,93710.75629781676,46098.345096763704,880,2861,1124,2878,-6.692913385826771e-4,-0.009606299212598425
South Carolina,45,1e3,"Georgetown, Marion & Dillon Counties",25358,77455.64398668331,37768.43075179952,57920.140333165065,92996.19829379942,46684.76746201013,321,2332,358,2537,-0.008084233772379525,-0.001459105607697768
Texas,48,1400,Kaufman County,25358,88401.36310718587,57530.781380612105,81021.1286838918,106891.01224407868,72332.72637184846,703,2057,595,2187,-0.005126587270289455,0.004259010963009701
New York,36,100,St. Lawrence County,25328,73932.20533663192,43085.82136665704,63706.44316259037,88686.54355893268,53495.3489598382,1116,1834,1094,1781,0.0020925457991156035,8.68603916614024e-4
Mississippi,28,300,North Delta Region,25320,73619.80989643268,36564.015608804344,53414.513544779715,85306.86260069045,44965.500884092435,409,1642,586,1937,-0.01165086887835703,-0.006990521327014218
Pennsylvania,42,1400,Mercer County,25316,80418.0964635064,44972.98341968912,67012.49668560606,93884.74567343868,54676.324352331605,559,1497,723,1417,0.0031600568810238585,-0.00647811660609891
Virginia,51,51085,Northern Shenandoah Valley Regional Commission,25307,79632.03586956521,48439.379272468825,69438.02131792599,96120.08282608696,61507.706467661694,726,2154,389,1961,0.007626348441142767,0.013316473702928044
Missouri,29,100,Northwest Missouri,25290,63435.85155350978,41256.63797823329,56453.52171759695,74616.14384349827,50130.49896507979,609,1850,783,1857,-2.76789244760775e-4,-0.006880189798339265
Georgia,13,3200,Georgia Mountains Regional Commission,25232,76825.2805676856,40033.891478841586,62003.227205847455,92526.89628820961,51230.85930777628,601,1555,566,1441,0.004518072289156626,0.00138712745719721
Washington,53,10300,Chelan & Douglas Counties,25209,83758.97587131367,46040.65003236246,69323.67738970589,102652.81501340482,58058.64459546925,732,1458,650,1697,-0.009480741005196558,0.0032528065373477726
Tennessee,47,1400,"Hamblen, Cocke & Grainger Counties",25174,68515.34230009871,41072.130155989886,55788.374623846874,80386.36599210267,49643.047475183426,516,1854,655,1878,-9.533645825057599e-4,-0.005521569873679193
Idaho,16,1200,Bonneville County,25158,88413.37558819336,47981.45823389022,75699.04205802546,103113.89063168401,59876.44860505308,905,2144,834,2111,0.0013117099928452182,0.002822163924000318
Georgia,13,2300,Three Rivers Regional Commission,25128,85198.92005420054,44949.42376775271,66600.9053320562,99051.38346883468,56597.37447786132,603,2675,570,2488,0.0074418974848774275,0.0013132760267430754
Indiana,18,1500,"Henry, Randolph, Jay & Blackford Counties",25118,64994.75814863103,45320.731439638475,57862.99263937932,77372.87548891787,54350.09161335759,337,1987,407,2280,-0.011664941476232184,-0.002786846086471853
Tennessee,47,700,"Putnam, Overton, Jackson, Clay & Pickett Counties",25101,71375.06206346038,37566.3877028181,56050.06582979144,84126.02594292557,46808.21887932733,449,1832,497,2089,-0.010238635910919884,-0.0019122744113780328
Ohio,39,5200,"Highland, Clinton & Adams Counties",25091,80016.77253012048,42239.2066827847,60877.52699571027,93782.75903614458,52412.04358068316,301,1807,549,2153,-0.013789805109401778,-0.009884022159340002
Tennessee,47,3e3,Madison & Chester Counties,25091,81395.52726970402,42012.939351378955,64871.346941599775,97344.67060192884,52403.614019407556,654,932,382,1445,-0.020445578095731536,0.010840540432824518
Texas,48,1800,East Texas COG,25004,76165.08444816053,46700.009905280756,62758.66283369637,89796.66304347826,56752.82213830248,640,1952,682,1989,-0.0014797632378819388,-0.0016797312430011197
North Carolina,37,4800,Brunswick County,24986,70255.42558651026,39662.84770725782,61990.8488297187,88367.92778592375,51065.147130276346,797,2448,726,2387,0.002441367165612743,0.002841591291123029
Louisiana,22,2100,South Central Planning & Development Commission 3,24958,81196.84291867241,55767.41288051626,71866.34819576939,94569.04459082847,66025.29854637898,450,2561,580,2079,0.019312444907444506,-0.005208750701177979
Indiana,18,1700,Vigo County,24911,82573.456769714,40376.095986175475,64811.3785942492,95219.82608695653,50363.12638441599,932,2125,998,2076,0.0019670025290032516,-0.0026494319778411143
